dbn,school_name,boro,location,phone_number,fax_number,school_email,website,subway,bus,total_students,start_time,end_time,primary_address_line_1,city,Postcode,state_code,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
12X271,East Bronx Academy for the Future,X,"1716 Southern Boulevard, Bronx NY 10460(40.836821, -73.887688)",718-861-8641,718-861-8634,information@eastbronxacademy.org,eastbronxacademy.org,"2, 5 to 174th St","Bx11, Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9",673,8:30am,3pm,1716 Southern Boulevard,Bronx,10460,NY,BRONX    ,40.836821,-73.887688,3,17,161,2010604,2029830015,Crotona Park East                                                          
10X284,Bronx School of Law and Finance,X,"99 Terrace View Avenue, Bronx NY 10463(40.877379, -73.912686)",718-561-0113,718-561-0595,aburgos@bxslf.org,schools.nyc.gov/SchoolPortals/10/X284,1 to Marble Hill-225th St,"Bx1, Bx10, Bx2, Bx20, Bx7, Bx9, BxM1, BxM18, BxM2, M100, S54, S57, S61, S91, X10, X10B, X11, X17, X17A, X19, X31",394,8am,2:20pm,99 Terrace View Avenue,Bronx,10463,NY,BRONX    ,40.877379,-73.912686,8,10,309,1064532,1022150080,Marble Hill-Inwood                                                         
09X412,Bronx High School of Business,X,"240 East 172nd Street, Bronx NY 10457(40.839307, -73.911366)",718-410-4060,718-992-5760,abajana@schools.nyc.gov,schools.nyc.gov/SchoolPortals/09/X412,"4, B, D to 170th St","Bx1, Bx11, Bx15, Bx18, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, BxM4",287,8:50am,4:05pm,240 East 172nd Street,Bronx,10457,NY,BRONX    ,40.839307,-73.911366,4,16,225,2007806,2028170002,East Concourse-Concourse Village                                           
29Q326,Cambria Heights Academy,Q,"188-04 91st Avenue, Hollis NY 11423(40.711857, -73.771196)",718-736-7320,718-736-7325,Ms.Malary@nycacademy.org,nycacademy.org,N/A,"Q1, Q110, Q17, Q2, Q3, Q36, Q43, Q76, Q77, Q83, X64, X68",359,8:20am,2:40pm,188-04 91st Avenue,Hollis,11423,NY,QUEENS   ,40.711857,-73.771196,12,23,480,4222072,4104430001,Jamaica                                                                    
15K429,Digital Arts and Cinema Technology High School,K,"284 Baltic Street, Brooklyn NY 11201(40.685006, -73.993293)",718-694-9741,718-694-9745,cfox7@schools.nyc.gov,digitaltechhs.org,"A, C to Hoyt & Schermerhorn; F, G to Bergen St","B103, B41, B45, B57, B61, B62, B63, B65, B67",190,8:15am,2:35pm,284 Baltic Street,Brooklyn,11201,NY,BROOKLYN ,40.685006,-73.993293,6,33,69,3006401,3004020001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
15K656,Brooklyn High School of the Arts,K,"345 Dean Street, Brooklyn NY 11217(40.683951, -73.980266)",718-855-2412,718-596-5027,frank.proudfoot@brooklynartshs.nyc,brooklynartshs.nyc,"2, 3, 4, 5, B, D, N, Q, R to Atlantic Ave-Barclays Center; A to Hoyt & Schermerhorn; C to Lafayette Ave; G to Fulton St","B103, B25, B26, B37, B38, B41, B45, B52, B63, B65, B67",866,8:13am,3:21pm,345 Dean Street,Brooklyn,11217,NY,BROOKLYN ,40.683951,-73.980266,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
09X413,Bronx High School for Medical Science,X,"240 East 172nd Street, Bronx NY 10457(40.839307, -73.911366)",718-410-4040,718-992-4129,hsms@hsmedicalscience.org,schools.nyc.gov/SchoolPortals/09/X413,"4, B, D to 170th St","Bx1, Bx11, Bx15, Bx18, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, BxM4",410,8:20am,2:40pm,240 East 172nd Street,Bronx,10457,NY,BRONX    ,40.839307,-73.911366,4,16,225,2007806,2028170002,East Concourse-Concourse Village                                           
16K765,Nelson Mandela High School,K,"1700 Fulton Street, Brooklyn NY 11213(40.678478, -73.931604)",718-804-6805,718-804-6808,mandelaschoolforsocialjustice@gmail.com,mandelaschoolnyc.org,"A, C to Utica Ave","B15, B25, B26, B43, B45, B46, B46-SBS, B47, B65",265,9am,4pm,1700 Fulton Street,Brooklyn,11213,NY,BROOKLYN ,40.678478,-73.931604,3,36,271,3047996,3017010001,Crown Heights North                                                        
03M860,Frederick Douglass Academy II Secondary School,M,"215 West 114th Street, Manhattan NY 10026(40.80261, -73.954152)",212-865-9260,212-865-9281,enroll@fda2.org,fda2.org,"2, 3, B, C to 116th St","M1, M10, M102, M11, M116, M2, M3, M4, M7",386,8am,2:45pm,215 West 114th Street,Manhattan,10026,NY,MANHATTAN,40.80261,-73.954152,10,9,218,1055204,1018300019,Central Harlem South                                                       
29Q272,George Washington Carver High School for the Sciences,Q,"143-10 Springfield Boulevard, Springfield Gardens NY 11413(40.66903, -73.757744)",718-525-6439,718-525-6482,jsutton2@schools.nyc.gov,gwc.connectwithkids.com,N/A,"Q3, Q77, Q85",493,8:10am,2:30pm,143-10 Springfield Boulevard,Springfield Gardens,11413,NY,QUEENS   ,40.66903,-73.757744,12,31,330,4280845,4130570056,Springfield Gardens North                                                  
28Q690,High School for Law Enforcement and Public Safety,Q,"116-25 Guy R Brewer Boulevard, Jamaica NY 11434(40.685838, -73.783438)",718-977-4800,718-977-4802,Hsleaps2014@gmail.com,schools.nyc.gov/SchoolPortals/28/Q690,N/A,"Q111, Q113, Q114, Q4, Q5, Q6, Q84, Q85, QM21, X63",560,8am,2:20pm,116-25 Guy R Brewer Boulevard,Jamaica,11434,NY,QUEENS   ,40.685838,-73.783438,12,28,278,4464077,4123350049,Baisley Park                                                               
02M439,Manhattan Village Academy,M,"43 West 22nd Street, Manhattan NY 10010(40.741963, -73.991966)",212-242-8752,212-242-7630,hgeager@schools.nyc.gov,schools.nyc.gov/SchoolPortals/02/M439,"1, 6, C, E, F, M, N, R to 23rd St; 2, 3, L to 14th St-6th Ave; 4, 5, Q to 14th St-Union Square; A to 14th St-8th Ave; B, D to 34th St-Herald Square","BM1, BM2, BM3, BM4, BxM10, BxM11, BxM18, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M14A, M14D, M2, M20, M23, M3, M4, M5, M7, Q32, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",432,8:15am,2:40pm,43 West 22nd Street,Manhattan,10010,NY,MANHATTAN,40.741963,-73.991966,5,3,58,1080668,1008240015,Hudson Yards-Chelsea-Flatiron-Union Square                                 
02M545,High School for Dual Language and Asian Studies,M,"350 Grand Street, Manhattan NY 10002(40.717329, -73.989329)",212-475-4097,212-674-1392,LYan@schools.nyc.gov,schools.nyc.gov/SchoolPortals/02/M545,"B, D to Grand St; F, J, M, Z to Delancey St-Essex St","B39, M103, M14A, M14D, M15, M15-SBS, M21, M22, M9",397,8am,3:35pm,350 Grand Street,Manhattan,10002,NY,MANHATTAN,40.717329,-73.989329,3,1,18,1005283,1004080030,Chinatown                                                                  
15K497,The Boerum Hill School for International Studies,K,"284 Baltic Street, Brooklyn NY 11201(40.685006, -73.993293)",718-330-9390,718-875-7522,stu.chasabenis@k497.org,K497.org,"A, C to Hoyt & Schermerhorn; F, G to Bergen St","B103, B41, B45, B57, B61, B62, B63, B65, B67",563,8:15am,2:35pm,284 Baltic Street,Brooklyn,11201,NY,BROOKLYN ,40.685006,-73.993293,6,33,69,3006401,3004020001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
16K498,Brooklyn High School for Law and Technology,K,"1396 Broadway, Brooklyn NY 11221(40.688399, -73.920603)",718-919-1256,718-852-4593,Vjohnson5@schools.nyc.gov,bklawtech.com,"J, Z to Gates Ave","B20, B26, B38, B46, B46-SBS, B47, B52, B7, Q24",658,8am,3pm,1396 Broadway,Brooklyn,11221,NY,BROOKLYN ,40.688399,-73.920603,3,41,375,3039676,3014820001,Stuyvesant Heights                                                         
27Q400,August Martin High School,Q,"156-10 Baisley Boulevard, Jamaica NY 11434(40.673949, -73.782684)",718-528-2920,718-276-1846,rparnel@schools.nyc.gov,schools.nyc.gov/SchoolPortals/27/Q400,N/A,"Q111, Q113, Q114, Q6, Q7, QM21",382,8:10am,3:30pm,156-10 Baisley Boulevard,Jamaica,11434,NY,QUEENS   ,40.673949,-73.782684,12,28,294,4265978,4122610001,Springfield Gardens North                                                  
11X545,Bronx Aerospace High School,X,"800 East Gun Hill Road, Bronx NY 10467(40.875172, -73.861649)",718-696-6010,718-696-6030,ehurtado@schools.nyc.gov,schools.nyc.gov/SchoolPortals/11/X545,"2, 5 to Gun Hill Rd","Bx28, Bx30, Bx38, Bx39, Bx41, Bx41-SBS, Bx8, BxM11",360,8:19am,4pm,800 East Gun Hill Road,Bronx,10467,NY,BRONX    ,40.875172,-73.861649,12,12,372,2057045,2046330040,Williamsbridge-Olinville                                                   
11X299,Astor Collegiate Academy,X,"925 Astor Avenue, Bronx NY 10469(40.860443, -73.860729)",718-944-3418,718-944-3638,LCook3@schools.nyc.gov,astorcollegiate.com,"2, 5 to Pelham Parkway","Bx12, Bx12-SBS, Bx26, Bx39, Bx8, BxM11",500,7:30am,3:53pm,925 Astor Avenue,Bronx,10469,NY,BRONX    ,40.860443,-73.860729,11,13,324,2050179,2043580001,Bronxdale                                                                  
09X404,School for Excellence,X,"1110 Boston Road, Bronx NY 10456(40.827455, -73.90392)",718-860-1385,718-860-4882,12x404@schools.nyc.gov,schoolforexcellence.org,"2, 5 to Intervale Ave","Bx13, Bx15, Bx17, Bx21, Bx35, Bx4, Bx41, Bx41-SBS, Bx4A, Bx6",387,8:10am,2:30pm,1110 Boston Road,Bronx,10456,NY,BRONX    ,40.82745,-73.90392,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         
16K688,"Brooklyn Academy of Global Finance, The",K,"125 Stuyvesant Avenue, Brooklyn NY 11221(40.691467, -73.932254)",718-574-3126,718-574-3681,info@bkagf.org,bkagf.org,"J to Kosciusko St; M, Z to Myrtle Ave","B15, B38, B43, B46, B46-SBS, B47, B52, B54, Q24",181,8:15am,2:30pm,125 Stuyvesant Avenue,Brooklyn,11221,NY,BROOKLYN ,40.691467,-73.932254,3,36,291,3043822,3016160001,Stuyvesant Heights                                                         
10X225,Theater Arts Production Company School (TAPCo),X,"2225 Webster Avenue, Bronx NY 10457(40.854257, -73.897404)",718-584-0832,718-584-5102,rlink2@schools.nyc.gov,tapconyc.org,"4 to 183rd St; B, D to 182nd-183rd Sts","Bx1, Bx15, Bx17, Bx2, Bx32, Bx36, Bx40, Bx41, Bx41-SBS, Bx42, BxM4",615,8:30am,3:30pm,2225 Webster Avenue,Bronx,10457,NY,BRONX    ,40.854257,-73.897404,5,15,379,2013307,2031430043,Mount Hope                                                                 
05M157,The Urban Assembly School for Global Commerce,M,"2005 Madison Avenue, Manhattan NY 10035(40.807019, -73.938714)",212-831-5201,212-831-5206,info@uaglobalcommerce.org,uaglobalcommerce.org,"2, 3, 4, 5, 6 to 125th St","Bx15, Bx33, BxM10, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M100, M101, M102, M103, M15, M15-SBS, M2, M35, M60-SBS, M7, M98",250,8am,2:30pm,2005 Madison Avenue,Manhattan,10035,NY,MANHATTAN,40.807019,-73.938714,11,9,206,1054156,1017520022,Central Harlem North-Polo Grounds                                          
26Q315,Business Technology Early College High School (BTECH),Q,"230-17 Hillside Avenue, Queens Village NY 11427(40.733888, -73.739726)",718-217-3613,718-217-3616,info@btechnyc.org,btechnyc.org,N/A,"Q1, Q27, Q43, Q46, Q88, QM36, QM6, X68",322,8:30am,3:30pm,230-17 Hillside Avenue,Queens Village,11427,NY,QUEENS   ,40.733888,-73.739726,13,23,1301,4166101,4079300002,Bellerose                                                                  
15K423,Brooklyn Frontiers High School,K,"112 Schermerhorn Street, Brooklyn NY 11201(40.690007, -73.989369)",718-722-4727,718-722-7919,info@brooklynfrontiers.org,brooklynfrontiers.org,"2, 3, 4, 5 to Court St-Borough Hall; A, C, F, R to Jay St-MetroTech; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn","B103, B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B63, B65, B67",173,8:20am,2:40pm,112 Schermerhorn Street,Brooklyn,11201,NY,BROOKLYN ,40.690007,-73.989369,2,33,43,3000533,3001690009,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
03M492,"High School for Law, Advocacy and Community Justice",M,"122 Amsterdam Avenue, Manhattan NY 10023(40.774891, -73.985608)",212-501-1201,212-501-1195,lfernandez8@schools.nyc.gov,lacjhs.org,"1 to 66th St - Lincoln Center; 2, 3 to 72nd St; A, B, C, D to 59th St-Columbus Circle","BxM2, M10, M104, M11, M12, M20, M31, M5, M57, M66, M7, M72, X12, X14, X30, X42",498,8am,2:45pm,122 Amsterdam Avenue,Manhattan,10023,NY,MANHATTAN,40.774891,-73.985608,7,6,151,1030343,1011570025,Lincoln Square                                                             
11X265,Bronx Lab School,X,"800 East Gun Hill Road, Bronx NY 10467(40.875172, -73.861649)",718-696-3700,718-696-3730,sarah.marcy@bronxlabschool.org,bronxlabschool.org,"2, 5 to Gun Hill Rd","Bx28, Bx30, Bx38, Bx39, Bx41, Bx41-SBS, Bx8, BxM11",415,8:30am,3:00pm,800 East Gun Hill Road,Bronx,10467,NY,BRONX    ,40.875172,-73.861649,12,12,372,2057045,2046330040,Williamsbridge-Olinville                                                   
24Q267,High School of Applied Communication,Q,"30-20 Thomson Avenue, Long Island City NY 11101(40.744175, -73.937004)",718-389-3163,718-389-3427,24Q267@schools.nyc.gov,hsacny.com,"7 to 33rd St; E, M, R to Queens Plaza; G to Court Sq-23rd St; N, Q to Queensboro Plaza","B62, Q100, Q101, Q102, Q32, Q39, Q60, Q66, Q67, Q69, X63, X64, X68",423,8:20am,3:30pm,30-20 Thomson Avenue,Long Island City,11101,NY,QUEENS   ,40.744175,-73.937004,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth                                       
31R064,Gaynor McCown Expeditionary Learning School,R,"100 Essex Drive, Staten Island NY 10314(40.581958, -74.159343)",718-370-6950,718-370-6960,tfrey@schools.nyc.gov,www.gaynormccownels.org,N/A,"S44, S55, S56, S59, S61, S79-SBS, S89, S91, S94, X17, X17A, X17J, X31",440,8:15am,2:35pm,100 Essex Drive,Staten Island,10314,NY,STATEN IS,40.581958,-74.159343,2,51,27702,5149609,5024500320,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
25Q240,Veritas Academy,Q,"35-01 Union Street, Flushing NY 11354(40.764892, -73.826811)",718-888-7520,718-888-7524,cquatrano@schools.nyc.gov,theveritasacademy.com,7 to Flushing-Main St,"Q12, Q13, Q15, Q15A, Q16, Q17, Q19, Q20A, Q20B, Q25, Q26, Q27, Q28, Q34, Q44-SBS, Q48, Q50, Q65, Q66, QM2, QM20, QM3",547,8am,2:37pm,35-01 Union Street,Flushing,11354,NY,QUEENS   ,40.764892,-73.826811,7,20,1161,4113172,4050020001,Flushing                                                                   
28Q687,Queens High School for the Sciences at York College,Q,"94-50 159th Street, Jamaica NY 11433(40.700884, -73.798364)",718-657-3181,718-657-2579,Adejesus7@schools.nyc.gov,qhss.org,"J, Z to Jamaica Center-Parsons/Archer","Q1, Q110, Q111, Q112, Q113, Q114, Q17, Q2, Q20A, Q20B, Q24, Q25, Q3, Q30, Q31, Q34, Q36, Q4, Q40, Q41, Q42, Q44-SBS, Q5, Q54, Q56, Q6, Q60, Q65, Q76, Q8, Q83, Q84, Q85, Q9, X64",462,8am,3:18pm,94-50 159th Street,Jamaica,11433,NY,QUEENS   ,40.700884,-73.798364,12,27,246,4215611,4100990052,Jamaica                                                                    
17K382,Academy for College Preparation and Career Exploration: A College Board School,K,"911 Flatbush Avenue, Brooklyn NY 11226(40.649602, -73.957173)",718-564-2566,718-564-2567,nanderson9@schools.nyc.gov,schools.nyc.gov/SchoolPortals/17/K382,"2, 5, B, Q to Church Ave","B103, B12, B16, B35, B41, B44, B44-SBS, B49, BM1, BM2, BM3, BM4",412,8am,2:20pm,911 Flatbush Avenue,Brooklyn,11226,NY,BROOKLYN ,40.649602,-73.957173,14,40,794,3336215,3051030010,Erasmus                                                                    
12X372,Urban Assembly School for Wildlife Conservation,X,"2024 Mohegan Avenue, Bronx NY 10460(40.843781, -73.884192)",718-823-4130,718-823-4135,Lhill@schools.nyc.gov,uawildlifeschool.org,"2, 5 to West Farms Sq-East Tremont Ave","Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9, Q44-SBS",585,8:40am,3pm,2024 Mohegan Avenue,Bronx,10460,NY,BRONX    ,40.843781,-73.884192,6,17,363,2013142,2031230003,East Tremont                                                               
10X549,Discovery High School,X,"2780 Reservoir Avenue, Bronx NY 10468(40.869061, -73.897066)",718-733-3872,718-733-3621,ksanchez@schools.nyc.gov,schools.nyc.gov/SchoolPortals/10/X549,"4, B, D to Kingsbridge Rd","Bx1, Bx10, Bx2, Bx22, Bx26, Bx28, Bx3, Bx32, Bx34, Bx38, Bx9, BxM3, BxM4",487,8:45am,3:45pm,2780 Reservoir Avenue,Bronx,10468,NY,BRONX    ,40.869061,-73.897066,7,11,409,2015241,2032470070,Van Cortlandt Village                                                      
29Q492,"Mathematics, Science Research and Technology Magnet High School",Q,"207- 01 116th Avenue, Cambria Heights NY 11411(40.698786, -73.74633)",718-978-1837,718-978-2063,jcruz3@schools.nyc.gov,schools.nyc.gov/SchoolPortals/29/Q492,N/A,"Q27, Q4, Q77, Q83, Q84, X64",426,8:20am,2:37pm,207- 01 116th Avenue,Cambria Heights,11411,NY,QUEENS   ,40.69878,-73.74633,13,27,53401,4238003,4110490001,Cambria Heights                                                            
02M288,Food and Finance High School,M,"525 West 50th Street, Manhattan NY 10019(40.765474, -73.9927)",212-586-2943,212-586-4205,cmercado4@schools.nyc.gov,foodfinancehs.org,"C, E to 50th St","M104, M11, M12, M20, M31, M34A-SBS, M42, M50, M57, X12, X14, X30, X42",400,8:20am,2:40pm,525 West 50th Street,Manhattan,10019,NY,MANHATTAN,9 40.7654,", -73.9927 ",4,3,135,1083802,1010790029,Clinton                                                                    
05M670,Thurgood Marshall Academy for Learning and Social Change,M,"200-214 West 135th Street, Manhattan NY 10030(40.815237, -73.944299)",212-283-8055,212-283-8109,pamoakoa@schools.nyc.gov,schools.nyc.gov/SchoolPortals/05/M670,"2, 3, B, C to 135th St; A, D to 125th St","Bx15, Bx33, M1, M10, M100, M101, M102, M104, M11, M2, M3, M7",552,8:20am,2:40pm,200-214 West 135th Street,Manhattan,10030,NY,MANHATTAN,40.815237,-73.944299,10,9,228,1058843,1019400035,Central Harlem North-Polo Grounds                                          
07X473,Mott Haven Village Preparatory High School,X,"701 St. Anns Avenue, Bronx NY 10455(40.818041, -73.911633)",718-402-0571,718-665-2363,mwilliams81@schools.nyc.gov,schools.nyc.gov/SchoolPortals/07/X473,"2, 5 to Jackson Ave","Bx13, Bx15, Bx17, Bx19, Bx2, Bx21, Bx4, Bx41, Bx41-SBS, Bx46, Bx4A, Bx6",397,8am,2:20pm,701 St. Anns Avenue,Bronx,10455,NY,BRONX    ,40.818041,-73.911633,1,17,71,2001153,2023590240,Melrose South-Mott Haven North                                             
32K556,Bushwick Leaders High School for Academic Excellence,K,"797 Bushwick Avenue, Brooklyn NY 11221(40.695436, -73.927349)",718-919-4212,718-574-1103,ygonzalez6@schools.nyc.gov,bushwickleaders.org,J to Kosciusko St; M to Central Ave; Z to Gates Ave,"B38, B46, B46-SBS, B47, B52, B54, B60, Q24",284,8am,2:30pm,797 Bushwick Avenue,Brooklyn,11221,NY,BROOKLYN ,40.695436,-73.927349,4,34,393,3073761,3032420001,Bushwick South                                                             
17K548,Brooklyn School for Music & Theatre,K,"883 Classon Avenue, Brooklyn NY 11225(40.669805, -73.960689)",718-230-6250,718-230-6262,prandaz@schools.nyc.gov,bkmusicntheatre.com,"2, 3, 4, 5 to Franklin Ave; B, Q to Prospect Park; F to Park Place; S to Botanic Garden","B16, B41, B43, B44-SBS, B45, B48, B49, B69",312,8:17am,2:35pm,883 Classon Avenue,Brooklyn,11225,NY,BROOKLYN ,40.669805,-73.960689,9,35,213,3029686,3011870001,Crown Heights South                                                        
18K629,Cultural Academy for the Arts and Sciences,K,"5800 Tilden Avenue, Brooklyn NY 11203(40.647728, -73.922212)",718-968-6630,718-968-6635,dvarano@schools.nyc.gov,brooklyncaas.com,N/A,"B17, B35, B46, B46-SBS, B47, B7, B8",332,8am,3pm,5800 Tilden Avenue,Brooklyn,11203,NY,BROOKLYN ,40.647728,-73.922212,17,45,936,3104598,3047420001,Rugby-Remsen Village                                                       
